class_id,scientific_name,common_name,venom_status,poisonous,genus,family,snake_sub_family,countries,continents,known_country_count,train_count,test_count,total_data2_count,data1_sample_count,region_metadata_available,source_note
949,Bothriechis aurifer,Golden-eyed tree viper,Venomous,1,Bothriechis,Viperidae,Bothriechis aurifer,Costa Rica | Panama,North America | South America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
950,Bothriechis bicolor,Two-colored tree viper,Venomous,1,Bothriechis,Viperidae,Bothriechis bicolor,Costa Rica | Panama,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
951,Bothriechis guifarroi,Guifarro's palm viper,Venomous,1,Bothriechis,Viperidae,Bothriechis guifarroi,Costa Rica,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
952,Bothriechis lateralis,Central American palm viper,Venomous,1,Bothriechis,Viperidae,Bothriechis lateralis,Costa Rica | Nicaragua | Panama,North America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
953,Bothriechis marchi,Marquis's palm viper,Venomous,1,Bothriechis,Viperidae,Bothriechis marchi,Panama,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
954,Bothriechis nigroviridis,Black-green palm viper,Venomous,1,Bothriechis,Viperidae,Bothriechis nigroviridis,Costa Rica | Panama,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
955,Bothriechis nubestris,Cloudy tree viper,Venomous,1,Bothriechis,Viperidae,Bothriechis nubestris,Costa Rica | Panama,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
956,Bothriechis supraciliaris,Eyebrow viper,Venomous,1,Bothriechis,Viperidae,Bothriechis supraciliaris,Costa Rica | Nicaragua | Panama,North America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
957,Bothriechis thalassinus,Green palm viper,Venomous,1,Bothriechis,Viperidae,Bothriechis thalassinus,Costa Rica | Honduras | Nicaragua | Panama,North America,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
958,Bothrocophias andianus,Andean lancehead,Venomous,1,Bothrocophias,Viperidae,Bothrocophias andianus,Colombia | Ecuador | Peru,South America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
959,Bothrops cotiara,Cotiara Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops cotiara,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
960,Bothrops diporus,Two-pore Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops diporus,Brazil | Paraguay,South America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
961,Bothrops erythromelas,Red Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops erythromelas,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
962,Bothrops fonsecai,Fonseca's Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops fonsecai,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
963,Bothrops itapetiningae,Itapetininga Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops itapetiningae,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
964,Bothrops jararaca,Jararaca,Venomous,1,Bothrops,Viperidae,Bothrops jararaca,Argentina | Brazil | Paraguay,South America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
965,Bothrops jararacussu,Jararacussu,Venomous,1,Bothrops,Viperidae,Bothrops jararacussu,Argentina | Bolivia | Brazil | Paraguay,South America,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
966,Bothrops jonathani,Jonathan's Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops jonathani,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
967,Bothrops leucurus,White-tailed Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops leucurus,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
968,Bothrops marmoratus,Marbled Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops marmoratus,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
969,Bothrops mattogrossensis,Mato Grosso Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops mattogrossensis,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
970,Bothrops moojeni,Moojen's Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops moojeni,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
971,Bothrops muriciensis,Murici Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops muriciensis,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
972,Bothrops neuwiedi,Neuwied's Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops neuwiedi,Argentina | Brazil | Paraguay | Uruguay,South America,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
973,Bothrops oligobolius,Olive Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops oligobolius,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
974,Bothrops osbornei,Osborne's Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops osbornei,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
975,Bothrops pauloensis,São Paulo Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops pauloensis,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
976,Bothrops pictus,Painted Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops pictus,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
977,Bothrops pubescens,Peruvian Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops pubescens,Peru,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
978,Bothrops pulcher,Beautiful Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops pulcher,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
979,Bothrops punctatus,Central American Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops punctatus,Costa Rica | Nicaragua | Panama,North America | South America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
980,Bothrops taeniatus,Taeniated Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops taeniatus,Brazil | Colombia | Ecuador | Peru,South America,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
981,Bothrops venezuelensis,Venezuelan Lancehead,Venomous,1,Bothrops,Viperidae,Bothrops venezuelensis,Colombia | Venezuela,South America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
982,Brachyurophis approximans,Short-tailed Snake,Non Venomous,0,Brachyurophis,Lamprophiidae,Brachyurophis approximans,Australia,Australia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
983,Brachyurophis australis,Southern Short-tailed Snake,Non Venomous,0,Brachyurophis,Lamprophiidae,Brachyurophis australis,Australia,Australia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
984,Brachyurophis fasciolatus,Banded Short-tailed Snake,Non Venomous,0,Brachyurophis,Lamprophiidae,Brachyurophis fasciolatus,Australia,Australia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
985,Brachyurophis incinctus,Girded Short-tailed Snake,Non Venomous,0,Brachyurophis,Lamprophiidae,Brachyurophis incinctus,Australia,Australia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
986,Brachyurophis roperi,Roper's Short-tailed Snake,Non Venomous,0,Brachyurophis,Lamprophiidae,Brachyurophis roperi,Australia,Australia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
987,Brachyurophis semifasciatus,Half-banded Short-tailed Snake,Non Venomous,0,Brachyurophis,Lamprophiidae,Brachyurophis semifasciatus,Australia,Australia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
988,Bungarus caeruleus,Indian Common Krait,Venomous,1,Bungarus,Elapidae,Bungarus caeruleus,Bangladesh | India | Nepal | Pakistan | Sri Lanka,Asia,5,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
989,Bungarus candidus,White-banded Krait,Venomous,1,Bungarus,Elapidae,Bungarus candidus,Indonesia | Malaysia | Singapore,Asia,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
990,Bungarus ceylonicus,Ceylon Krait,Venomous,1,Bungarus,Elapidae,Bungarus ceylonicus,Sri Lanka,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
991,Bungarus fasciatus,Banded Krait,Venomous,1,Bungarus,Elapidae,Bungarus fasciatus,Bangladesh | India | Myanmar | Nepal | Pakistan | Sri Lanka,Asia,6,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
992,Bungarus flaviceps,Yellow-headed Krait,Venomous,1,Bungarus,Elapidae,Bungarus flaviceps,Myanmar | Thailand,Asia,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
993,Bungarus niger,Black Krait,Venomous,1,Bungarus,Elapidae,Bungarus niger,India | Nepal | Pakistan | Sri Lanka,Asia,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
994,Cacophis churchilli,Churchill's Snake,Non Venomous,0,Cacophis,Lamprophiidae,Cacophis churchilli,Australia,Oceania,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
995,Cacophis harriettae,Harrietta's Snake,Non Venomous,0,Cacophis,Lamprophiidae,Cacophis harriettae,Australia,Oceania,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
996,Cacophis krefftii,Krefft's Snake,Non Venomous,0,Cacophis,Lamprophiidae,Cacophis krefftii,Australia,Oceania,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
997,Cacophis squamulosus,Scaly Snake,Non Venomous,0,Cacophis,Lamprophiidae,Cacophis squamulosus,Australia,Oceania,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
998,Calabaria reinhardtii,Reinhardt's Python,Non Venomous,0,Calabaria,Pythonidae,Calabaria reinhardtii,"Cameroon | Central African Republic | Congo | Congo, Democratic Republic of the | Equatorial Guinea | Gabon | Nigeria",Africa,7,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
999,Calamaria bicolor,Two-colored Calamaria,Non Venomous,0,Calamaria,Colubridae,Calamaria bicolor,Indonesia,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1000,Calamaria gervaisii,Gervais' Calamaria,Non Venomous,0,Calamaria,Colubridae,Calamaria gervaisii,Indonesia | Malaysia,Asia,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1001,Calamaria grabowskyi,Grabowski's Calamaria,Non Venomous,0,Calamaria,Colubridae,Calamaria grabowskyi,Indonesia,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1002,Calamaria griswoldi,Griswold's Calamaria,Non Venomous,0,Calamaria,Colubridae,Calamaria griswoldi,Indonesia,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1003,Calamaria linnaei,Linnaeus's Calamaria,Non Venomous,0,Calamaria,Colubridae,Calamaria linnaei,Indonesia | Malaysia | Singapore,Asia,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1004,Calamaria lumbricoidea,Earthworm Snake,Non Venomous,0,Calamaria,Colubridae,Calamaria lumbricoidea,Brunei | Indonesia | Malaysia,Asia,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1005,Calamaria pavimentata,Paved Calamaria,Non Venomous,0,Calamaria,Colubridae,Calamaria pavimentata,Indonesia,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1006,Calamaria schlegeli,Schlegel's Calamaria,Non Venomous,0,Calamaria,Colubridae,Calamaria schlegeli,Indonesia | Malaysia,Asia,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1007,Calamaria schmidti,Schmidt's Calamaria,Non Venomous,0,Calamaria,Colubridae,Calamaria schmidti,Indonesia,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1008,Calamaria septentrionalis,Northern Calamaria,Non Venomous,0,Calamaria,Colubridae,Calamaria septentrionalis,Philippines,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1009,Calliophis bibroni,Bibron's Coral Snake,Venomous,1,Calliophis,Elapidae,Calliophis bibroni,Indonesia | Malaysia,Asia,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1010,Calliophis bivirgatus,Two-striped Coral Snake,Venomous,1,Calliophis,Elapidae,Calliophis bivirgatus,Indonesia | Malaysia | Singapore | Thailand,Asia,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1011,Calliophis intestinalis,Red-headed Coral Snake,Venomous,1,Calliophis,Elapidae,Calliophis intestinalis,Indonesia | Malaysia | Philippines,Asia,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1012,Calliophis maculiceps,Spotted-headed Coral Snake,Venomous,1,Calliophis,Elapidae,Calliophis maculiceps,Indonesia,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1013,Calliophis melanurus,Black-tailed Coral Snake,Venomous,1,Calliophis,Elapidae,Calliophis melanurus,Indonesia | Malaysia,Asia,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1014,Calliophis nigrescens,Black Coral Snake,Venomous,1,Calliophis,Elapidae,Calliophis nigrescens,Indonesia,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1015,Calliophis nigrotaeniatus,Black-banded Coral Snake,Venomous,1,Calliophis,Elapidae,Calliophis nigrotaeniatus,Indonesia | Malaysia,Asia,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1016,Calloselasma rhodostoma,Malayan Pit Viper,Venomous,1,Calloselasma,Viperidae,Calloselasma rhodostoma,Brunei | Cambodia | Indonesia | Laos | Malaysia | Myanmar | Singapore | Thailand | Vietnam,Asia,9,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1017,Candoia aspera,Rough-scaled Boa,Non Venomous,0,Candoia,Boidae,Candoia aspera,Fiji | Solomon Islands | Vanuatu,Oceania,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1018,Candoia bibroni,Bibron's Boa,Non Venomous,0,Candoia,Boidae,Candoia bibroni,Loyalty Islands | New Caledonia,Oceania,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1019,Candoia carinata,Carinate Boa,Non Venomous,0,Candoia,Boidae,Candoia carinata,New Caledonia | Papua New Guinea | Solomon Islands,Oceania,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1020,Candoia paulsoni,Paulson's Boa,Non Venomous,0,Candoia,Boidae,Candoia paulsoni,Papua New Guinea,Oceania,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1021,Cantoria violacea,Violet-headed Snake,Non Venomous,0,Cantoria,Colubridae,Cantoria violacea,Bangladesh | Bhutan | Cambodia | India | Indonesia | Laos | Malaysia | Myanmar | Nepal | Thailand | Vietnam,Asia,11,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1022,Caraiba andreae,Andreae's Racer,Non Venomous,0,Caraiba,Colubridae,Caraiba andreae,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1023,Causus defilippii,De Filippi's Night Adder,Venomous,1,Causus,Atractaspididae,Causus defilippii,Burundi | Democratic Republic of the Congo | Kenya | Malawi | Mozambique | Rwanda | Somalia | South Africa | Tanzania | Uganda | Zambia | Zimbabwe,Africa,12,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1024,Causus lichtensteinii,African Night Adder,Venomous,1,Causus,Atractaspididae,Causus lichtensteinii,Botswana | Eswatini | Mozambique | Namibia | South Africa | Zimbabwe,Africa,6,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1025,Causus maculatus,Spotted Night Adder,Venomous,1,Causus,Atractaspididae,Causus maculatus,Eswatini | Lesotho | South Africa,Africa,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1026,Causus resimus,Mozambique Night Adder,Venomous,1,Causus,Atractaspididae,Causus resimus,Mozambique | South Africa | Zimbabwe,Africa,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1027,Cemophora lineri,Eastern Worm Snake,Non Venomous,0,Cemophora,Colubridae,Cemophora lineri,United States,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1028,Cerastes cerastes,Sahara Horned Viper,Venomous,1,Cerastes,Viperidae,Cerastes cerastes,Algeria | Egypt | Libya | Mauritania | Morocco | Niger | Sudan | Tunisia | Western Sahara,Africa,9,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1029,Cerastes gasperettii,Gasperetti's Horned Viper,Venomous,1,Cerastes,Viperidae,Cerastes gasperettii,Algeria | Libya | Tunisia,Africa,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1030,Cerastes vipera,Sahara Horned Viper,Venomous,1,Cerastes,Viperidae,Cerastes vipera,Algeria | Chad | Egypt | Libya | Mauritania | Morocco | Niger | Sudan | Tunisia,Africa,9,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1031,Cerberus australis,Australian Water Snake,Non Venomous,0,Cerberus,Homalopsidae,Cerberus australis,Australia | Indonesia | Papua New Guinea,Asia | Oceania,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1032,Cerberus rynchops,Dog-faced Water Snake,Non Venomous,0,Cerberus,Homalopsidae,Cerberus rynchops,Bangladesh | India | Indonesia | Malaysia | Myanmar | Singapore | Thailand | Vietnam,Asia,8,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1033,Cerberus schneiderii,Schneider's Water Snake,Non Venomous,0,Cerberus,Homalopsidae,Cerberus schneiderii,Brunei | Indonesia | Malaysia | Philippines | Singapore | Thailand,Asia,6,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1034,Cerrophidion godmani,Godman's Palm Pitviper,Venomous,1,Cerrophidion,Viperidae,Cerrophidion godmani,Costa Rica | Honduras | Mexico | Nicaragua | Panama,North America,5,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1035,Cerrophidion sasai,Sasa's Palm Pitviper,Venomous,1,Cerrophidion,Viperidae,Cerrophidion sasai,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1036,Cerrophidion tzotzilorum,Tzotzil Palm Pitviper,Venomous,1,Cerrophidion,Viperidae,Cerrophidion tzotzilorum,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1037,Cerrophidion wilsoni,Wilson's Palm Pitviper,Venomous,1,Cerrophidion,Viperidae,Cerrophidion wilsoni,Costa Rica | Nicaragua | Panama,North America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1038,Charina umbratica,Western Rubber Boa,Non Venomous,0,Charina,Boidae,Charina umbratica,Canada | United States,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1039,Chersodromus liebmanni,Liebmann's Racer,Non Venomous,0,Chersodromus,Colubridae,Chersodromus liebmanni,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1040,Chilabothrus angulifer,Cuban Boa,Non Venomous,0,Chilabothrus,Boidae,Chilabothrus angulifer,Cuba,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1041,Chilabothrus chrysogaster,Yellow-bellied Boa,Non Venomous,0,Chilabothrus,Boidae,Chilabothrus chrysogaster,Hispaniola (Dominican Republic and Haiti),North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1042,Chilabothrus gracilis,Graceful Boa,Non Venomous,0,Chilabothrus,Boidae,Chilabothrus gracilis,Jamaica,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1043,Chilabothrus inornatus,Jamaican Boa,Non Venomous,0,Chilabothrus,Boidae,Chilabothrus inornatus,Jamaica,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1044,Chilabothrus striatus,Striped Boa,Non Venomous,0,Chilabothrus,Boidae,Chilabothrus striatus,Puerto Rico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1045,Chilabothrus strigilatus,Puerto Rican Boa,Non Venomous,0,Chilabothrus,Boidae,Chilabothrus strigilatus,Puerto Rico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1046,Chilabothrus subflavus,Mona Boa,Non Venomous,0,Chilabothrus,Boidae,Chilabothrus subflavus,Hispaniola (Dominican Republic and Haiti),North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1047,Chilomeniscus stramineus,Straw Snake,Non Venomous,0,Chilomeniscus,Colubridae,Chilomeniscus stramineus,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1048,Chionactis annulata,Banded Rock Rattlesnake,Venomous,1,Chionactis,Viperidae,Chionactis annulata,Mexico | United States,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1049,Chionactis occipitalis,Southwestern speckled rattlesnake,Venomous,1,Chionactis,Viperidae,Chionactis occipitalis,Mexico | United States,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1050,Chironius bicarinatus,Bicarinate racer,Non Venomous,0,Chironius,Colubridae,Chironius bicarinatus,Argentina | Brazil | Paraguay,South America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1051,Chironius brazili,Brazilian racer,Non Venomous,0,Chironius,Colubridae,Chironius brazili,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1052,Chironius carinatus,Keeled racer,Non Venomous,0,Chironius,Colubridae,Chironius carinatus,Bolivia | Brazil | Peru,South America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1053,Chironius exoletus,Smooth racer,Non Venomous,0,Chironius,Colubridae,Chironius exoletus,Brazil | French Guiana | Guyana | Suriname,South America,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1054,Chironius flavolineatus,Yellow-lined racer,Non Venomous,0,Chironius,Colubridae,Chironius flavolineatus,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1055,Chironius flavopictus,Yellow-spotted racer,Non Venomous,0,Chironius,Colubridae,Chironius flavopictus,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1056,Chironius foveatus,Pitted racer,Non Venomous,0,Chironius,Colubridae,Chironius foveatus,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1057,Chironius fuscus,Brown racer,Non Venomous,0,Chironius,Colubridae,Chironius fuscus,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1058,Chironius gouveai,Gouvea's racer,Non Venomous,0,Chironius,Colubridae,Chironius gouveai,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1059,Chironius grandisquamis,Large-scaled Racer,Non Venomous,0,Chironius,Colubridae,Chironius grandisquamis,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1060,Chironius laevicollis,Smooth-necked Racer,Non Venomous,0,Chironius,Colubridae,Chironius laevicollis,Bolivia | Brazil | Colombia | Ecuador | Peru,South America,5,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1061,Chironius laurenti,Laurenti's Racer,Non Venomous,0,Chironius,Colubridae,Chironius laurenti,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1062,Chironius maculoventris,Spotted-belly Racer,Non Venomous,0,Chironius,Colubridae,Chironius maculoventris,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1063,Chironius monticola,Mountain Racer,Non Venomous,0,Chironius,Colubridae,Chironius monticola,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1064,Chironius multiventris,Many-bellied Racer,Non Venomous,0,Chironius,Colubridae,Chironius multiventris,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1065,Chironius quadricarinatus,Four-keeled Racer,Non Venomous,0,Chironius,Colubridae,Chironius quadricarinatus,Brazil | French Guiana | Guyana | Suriname,South America,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1066,Chironius scurrulus,Scuttling Racer,Non Venomous,0,Chironius,Colubridae,Chironius scurrulus,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1067,Chironius septentrionalis,Northern Racer,Non Venomous,0,Chironius,Colubridae,Chironius septentrionalis,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1068,Chironius spixii,Spix's Racer,Non Venomous,0,Chironius,Colubridae,Chironius spixii,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1069,Chlorosoma laticeps,Laticeps Green Racer,Non Venomous,0,Chlorosoma,Colubridae,Chlorosoma laticeps,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1070,Chlorosoma viridissimum,Green Racer,Non Venomous,0,Chlorosoma,Colubridae,Chlorosoma viridissimum,Belize | Guatemala | Honduras | Mexico,North America,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1071,Chrysopelea paradisi,Paradise Flying Snake,Non Venomous,0,Chrysopelea,Colubridae,Chrysopelea paradisi,Indonesia | Malaysia | Singapore | Thailand,Asia,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1072,Chrysopelea pelias,Gold-ringed Flying Snake,Non Venomous,0,Chrysopelea,Colubridae,Chrysopelea pelias,Southeast Asia,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1073,Chrysopelea taprobanica,Ceylon Flying Snake,Non Venomous,0,Chrysopelea,Colubridae,Chrysopelea taprobanica,India | Sri Lanka,Asia,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1074,Clelia clelia,Musurana,Non Venomous,0,Clelia,Colubridae,Clelia clelia,Argentina | Bolivia | Brazil | Colombia | Ecuador | French Guiana | Guyana | Paraguay | Peru | Suriname | Uruguay | Venezuela,South America,12,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1075,Clelia equatoriana,Ecuadorian Musurana,Non Venomous,0,Clelia,Colubridae,Clelia equatoriana,Ecuador,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1076,Clelia scytalina,Red-tailed Musurana,Non Venomous,0,Clelia,Colubridae,Clelia scytalina,Brazil | Paraguay,South America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
