"class_id","scientific_name","common_name","venom_status","poisonous","genus","family","snake_sub_family","countries","continents","known_country_count","train_count","test_count","total_data2_count","data1_sample_count","region_metadata_available","source_note"
"163","Crotalus adamanteus","Eastern diamondback rattlesnake","Venomous","1","Crotalus","Viperidae","Crotalus adamanteus","United States of America | unknown","North America | unknown","1","173","14","187","173","yes","DATA_1 metadata + DATA_2 train/test metadata"
"454","Morelia viridis","Green tree python","Non Venomous","0","Morelia","Pythonidae","Morelia viridis","Argentina | Australia | Canada | Denmark | Finland | France | Germany | Indonesia | Netherlands | Spain | Sweden | United Kingdom | United States of America | unknown","Asia | Australia | Europe | North America | South America | unknown","13","157","30","187","157","yes","DATA_1 metadata + DATA_2 train/test metadata"
"725","Trimeresurus stejnegeri","unknown","Venomous","1","Trimeresurus","Viperidae","Trimeresurus stejnegeri","China | Taiwan | Vietnam | unknown","Asia | unknown","3","162","25","187","162","yes","DATA_1 metadata + DATA_2 train/test metadata"
"651","Sistrurus catenatus","unknown","Venomous","1","Sistrurus","Viperidae","Sistrurus catenatus","Canada | United States of America | unknown","North America | unknown","2","163","23","186","163","yes","DATA_1 metadata + DATA_2 train/test metadata"
"203","Daboia russelii","Russell's viper","Venomous","1","Daboia","Viperidae","Daboia russelii","India | Pakistan | Sri Lanka | Thailand | unknown","Asia | unknown","4","165","20","185","165","yes","DATA_1 metadata + DATA_2 train/test metadata"
"481","Nerodia taxispilota","Brown water snake","Non Venomous","0","Nerodia","Colubridae","Nerodia taxispilota","United States of America | unknown","North America | unknown","1","157","28","185","157","yes","DATA_1 metadata + DATA_2 train/test metadata"
"578","Pseudechis porphyriacus","unknown","Venomous","1","Pseudechis","Elapidae","Pseudechis porphyriacus","Australia | unknown","Australia | Oceania | unknown","1","158","27","185","158","yes","DATA_1 metadata + DATA_2 train/test metadata"
"629","Salvadora hexalepis","unknown","Non Venomous","0","Salvadora","Colubridae","Salvadora hexalepis","Mexico | United States of America | unknown","North America | South America | unknown","2","161","24","185","161","yes","DATA_1 metadata + DATA_2 train/test metadata"
"424","Masticophis bilineatus","Sonoran whipsnake","Non Venomous","0","Masticophis","Colubridae","Masticophis bilineatus","Mexico | United States of America | unknown","North America | South America | unknown","2","161","23","184","161","yes","DATA_1 metadata + DATA_2 train/test metadata"
"575","Pseudaspis cana","unknown","Non Venomous","0","Pseudaspis","Lamprophiidae","Pseudaspis cana","Botswana | Namibia | South Africa | Swaziland | Zambia | Zimbabwe | unknown","Africa | unknown","6","158","26","184","158","yes","DATA_1 metadata + DATA_2 train/test metadata"
"255","Elaphe dione","Dione rat snake","Non Venomous","0","Elaphe","Colubridae","Elaphe dione","China | Kazakhstan | Kyrgyzstan | Mongolia | Russia | South Korea | Ukraine | unknown","Asia | Europe | unknown","7","161","22","183","161","yes","DATA_1 metadata + DATA_2 train/test metadata"
"448","Micrurus tener","Texas coral snake","Venomous","1","Micrurus","Elapidae","Micrurus tener","Mexico | United States of America | unknown","North America | South America | unknown","2","161","22","183","161","yes","DATA_1 metadata + DATA_2 train/test metadata"
"477","Nerodia floridana","Florida green water snake","Non Venomous","0","Nerodia","Colubridae","Nerodia floridana","United States of America | unknown","North America | unknown","1","156","25","181","156","yes","DATA_1 metadata + DATA_2 train/test metadata"
"617","Rhabdophis tigrinus","unknown","Venomous","1","Rhabdophis","Colubridae","Rhabdophis tigrinus","China | Japan | Russia | South Korea | unknown","Asia | Europe | unknown","4","160","21","181","160","yes","DATA_1 metadata + DATA_2 train/test metadata"
"701","Thamnophis radix","unknown","Non Venomous","0","Thamnophis","Colubridae","Thamnophis radix","Canada | United States of America | unknown","North America | unknown","2","159","22","181","159","yes","DATA_1 metadata + DATA_2 train/test metadata"
"315","Hemorrhois hippocrepis","Horseshoe whip snake","Non Venomous","0","Hemorrhois","Colubridae","Hemorrhois hippocrepis","Algeria | Italy | Morocco | Portugal | Spain | Tunisia | unknown","Africa | Europe | unknown","6","154","25","179","154","yes","DATA_1 metadata + DATA_2 train/test metadata"
"429","Masticophis schotti","Schott's whipsnake","Non Venomous","0","Masticophis","Colubridae","Masticophis schotti","Mexico | United States of America | unknown","North America | South America | unknown","2","158","21","179","158","yes","DATA_1 metadata + DATA_2 train/test metadata"
"464","Naja nivea","Cape cobra","Venomous","1","Naja","Elapidae","Naja nivea","Botswana | Germany | Namibia | South Africa | unknown","Africa | Europe | unknown","4","159","20","179","159","yes","DATA_1 metadata + DATA_2 train/test metadata"
"323","Hierophis viridiflavus","Western whip snake","Non Venomous","0","Hierophis","Colubridae","Hierophis viridiflavus","France | Italy | Spain | unknown","Europe | unknown","3","158","20","178","158","yes","DATA_1 metadata + DATA_2 train/test metadata"
"41","Aspidites melanocephalus","Black-headed python","Non Venomous","0","Aspidites","Pythonidae","Aspidites melanocephalus","Australia | France | United Kingdom | unknown","Australia | Europe | Oceania | unknown","3","154","21","175","154","yes","DATA_1 metadata + DATA_2 train/test metadata"
"430","Masticophis taeniatus","Striped whipsnake","Non Venomous","0","Masticophis","Colubridae","Masticophis taeniatus","Mexico | United States of America | unknown","North America | South America | unknown","2","152","20","172","152","yes","DATA_1 metadata + DATA_2 train/test metadata"
"747","Vipera aspis","unknown","Venomous","1","Vipera","Viperidae","Vipera aspis","France | Germany | Italy | Spain | Switzerland | unknown","Europe | unknown","5","157","14","171","157","yes","DATA_1 metadata + DATA_2 train/test metadata"
"462","Naja naja","Indian cobra","Venomous","1","Naja","Elapidae","Naja naja","Ethiopia | Hong Kong S.A.R. | India | Pakistan | Sri Lanka | Tanzania | unknown","Africa | Asia | unknown","6","152","18","170","152","yes","DATA_1 metadata + DATA_2 train/test metadata"
"280","Eunectes murinus","Green anaconda","Non Venomous","0","Eunectes","Boidae","Eunectes murinus","Bolivia | Brazil | Colombia | Ecuador | France | French Guiana | Germany | Guyana | Hungary | Malaysia | Peru | Singapore | Spain | Suriname | United States of America | Venezuela | unknown","Asia | Europe | North America | South America | unknown","16","146","20","166","146","yes","DATA_1 metadata + DATA_2 train/test metadata"
"699","Thamnophis proximus","unknown","Non Venomous","0","Thamnophis","Colubridae","Thamnophis proximus","Honduras | Mexico | United States of America | unknown","North America | South America | unknown","3","151","14","165","151","yes","DATA_1 metadata + DATA_2 train/test metadata"
"746","Vipera ammodytes","unknown","Venomous","1","Vipera","Viperidae","Vipera ammodytes","Albania | Bosnia and Herzegovina | Bulgaria | Croatia | Germany | Greece | Italy | Montenegro | Republic of Serbia | Romania | Slovenia | Turkey | United Kingdom | unknown","Europe | unknown","13","143","21","164","143","yes","DATA_1 metadata + DATA_2 train/test metadata"
"284","Farancia abacura","Mud snake","Non Venomous","0","Farancia","Colubridae","Farancia abacura","United States of America | unknown","North America | unknown","1","127","21","148","127","yes","DATA_1 metadata + DATA_2 train/test metadata"
"220","Dendroaspis polylepis","Black mamba","Venomous","1","Dendroaspis","Elapidae","Dendroaspis polylepis","Angola | Botswana | Germany | Kenya | Malawi | Namibia | Senegal | South Africa | South Sudan | Swaziland | Sweden | Tanzania | United Kingdom | United States of America | Zambia | Zimbabwe | unknown","Africa | Europe | North America | unknown","16","122","16","138","122","yes","DATA_1 metadata + DATA_2 train/test metadata"
"60","Boa constrictor","Boa constrictor","Non Venomous","0","Boa","Boidae","Boa constrictor","Bolivia | Brazil | Colombia | Ecuador | Germany | Guatemala | Mexico | Peru | Puerto Rico | Spain | Suriname | Trinidad and Tobago | United States of America | Venezuela | unknown","Europe | North America | South America | unknown","14","121","13","134","121","yes","DATA_1 metadata + DATA_2 train/test metadata"
